2016-06-11;2;0.04560481
2016-06-12;5;0.09923012000000632
2016-06-14;1;0.01936465
2017-01-25;3;0.8984999999999984
2017-01-26;10;2.133123559999998
2017-01-30;2;0.31242954
2017-01-31;7;2.294818600000006
2017-02-01;11;5.0447061999999985
2017-02-02;2;1.0051
2017-02-05;1;0.1995531
2017-02-06;1;0.11299999999999955
2017-02-07;7;3.20120577
2017-02-08;1;0.19760579
2017-02-09;1;0.113
2017-02-12;2;0.3625000000000149
2017-02-13;1;0.113
2017-02-23;1;0.4975531
2017-02-24;1;0.3038088
2017-02-26;2;0.048838730000000025
2017-02-28;4;0.34243497999999994
2017-03-01;2;0.2870342399999999
2017-03-02;10;2.9176677800000044
2017-03-03;5;0.6107565900000002
2017-03-05;15;2.4896877800000254
2017-03-06;6;0.33793983999999994
2017-03-07;2;0.13805547
2017-03-09;7;0.2991265199998908
2017-03-10;7;1.0060054899999997
2017-03-16;1;0.12221170999999997
2017-03-17;3;0.2187273400000045
2017-03-18;1;0.15090000000000714
2017-03-29;2;0.38694619999999996
2017-04-04;7;0.8746049800000095
2017-04-08;1;0.19347310000000006
2017-04-09;1;0.19955310000000281
2017-04-11;1;0.1995531
2017-04-18;1;0.04851913000000074
2017-04-21;1;0.04851913
2017-04-25;1;0.04851913000000074
2017-04-27;1;0.50255
2017-05-03;1;0.1222117100000002
2017-05-19;4;0.13732879999998876
2017-05-20;1;0.0343321999999997
2017-06-20;1;0.50255
2017-07-09;1;0.5025499999999994
2017-09-17;1;0.13133492999999996
2017-09-22;1;0.13133493
2017-09-26;1;0.1313349300000013
2017-09-30;3;0.300018
2017-10-23;1;0.09378679000000001
2017-11-01;2;0.18757358000002422
2017-12-26;1;0.2495
2018-01-22;1;0.2495
2018-01-25;1;0.24950000000001182
2018-01-26;1;0.2495
2018-07-02;1;0.005158970000000096
2018-07-03;1;0.005158970000000096
2018-08-12;1;0.00515897
2018-08-13;5;0.020635880000000016
