1465084348;1;5.5998
1465093793;1;5.33457747
1465128315;1;5.02163075
1465128817;1;0.309304280000001
1465131381;1;0.30930428
1465148658;1;0.1749184399999999
1465157823;1;4.71211507
1465182847;1;4.712115069999999
1465184150;1;4.71211507
1465185120;1;4.48566405
1465185875;1;3.37176015
1465192797;1;0.30951516
1465193238;1;8.0888
1465193421;2;8.1995061
1465195966;2;0.87102906
1465196154;1;0.22645102000000003
1465196998;1;0.4355145300000003
1465197785;1;0.43551453
1465198994;1;0.43551453
1465203937;1;0.22645102
1465208205;1;7.46625273
1465214434;1;0.17491844
1465214758;1;0.17491844
1465216417;2;7.19198643
1465218147;1;0.13438584
1465218217;1;0.08448584
1465229463;1;0.18596946999999986
1465229876;1;0.18596947
1465231929;1;0.18596947
1465232915;2;0.06875502
1465253960;1;0.98844458
1465255065;1;8.6108
1465255462;1;0.33534104
1465256782;3;1.32358562
1465262702;2;9.038585450000001
1465262961;3;1.0369246999999997
1465268348;2;8.1397282
1465269703;3;0.73444226
1465272505;1;0.08990328
1465277383;1;0.10547732
1465278391;1;0.10547732
1465279976;1;0.4678023
1465280674;1;0.39297952
1465282943;2;0.5843079600000007
1465286031;1;0.4678023
1465289027;1;0.04468216
1465289588;1;0.64940751
1465290513;1;8.9498
1465293104;3;0.9888485499999996
1465293496;2;9.05930314
1465294435;1;0.48299419
1465299420;1;0.19602423
1465299559;1;0.19035639000000001
1465305284;1;0.04439083
1465306444;1;8.4857145
1465307059;1;0.44163959999999847
1465308459;1;0.29174046
1465309146;1;0.29174046
1465311991;1;0.4416396
1465312446;1;0.07979738999999952
1465313793;1;0.07979739
1465327648;1;0.21194307
1465329385;1;0.21194307
1465334582;1;0.2687201400000001
1465336164;2;0.4829941900000002
1465337819;1;0.26872014
1465340337;1;0.22481809
1465341900;2;0.41277588
1465344986;1;0.21427405
1465345026;1;0.04439083
1465345504;1;9.9298
1465348030;1;0.17949305
1465358039;3;9.62380835
1465359096;4;0.5932916999999995
1465359275;2;0.2318510000000038
1465359451;1;0.16338601000000003
1465359810;1;0.23730499999999988
1465360549;2;0.41679805
1465363989;2;0.23185100000000602
1465364274;1;0.16304608
1465365127;1;9.66522187
1465365355;1;0.16069999999999998
1465366229;1;0.3652476299999998
1465366513;1;0.1607000000000003
1465367647;1;0.4511151
1465369045;1;0.36524763
1465369366;2;0.322694500000001
1465369998;3;8.92787741
1465370526;3;0.5946814299999921
1465371516;2;0.5675749199999987
1465372435;3;0.22186716
1465375386;1;0.01930175
1465375938;2;9.487302289999999
1465377608;3;17.65074824
1465379192;5;9.31312204
1465379443;1;0.08944686999999973
1465379924;3;1.22416
1465380518;5;7.969302249999988
1465381542;2;7.095156959999999
1465382041;2;7.465854960000001
1465383310;1;0.10750229
1465384214;5;0.28648212000000106
1465384731;1;0.05974229
1465386174;1;0.1744410399999996
1465390137;1;0.17444104000000493
1465390347;1;0.1607000000000003
1465390827;1;9.29976619
1465403046;1;0.23730499999999988
1465419069;1;7.8329619600000004
1465425482;1;0.08914000000000022
1465426376;1;8.9298
1465427487;2;0.92263836
1465427543;1;0.78940715
1465427967;1;0.39066307
1465428526;1;0.2521981
1465429318;2;18.10956619
1465430438;4;26.064687370000005
1465432505;1;8.675229959999996
1465432603;4;15.717499630000002
1465432849;1;6.82482224
1465433317;2;8.66695258
1465434253;5;31.20218134
1465434499;1;0.3
1465435039;2;7.15714005
1465436460;4;8.472804429999997
1465437004;1;0.34684
1465438189;2;0.3042506999999998
1465438578;1;0.10074744000000002
1465439567;1;0.17832230000000004
1465440706;1;0.1783223
1465440935;1;0.16939730000000175
1465444452;1;0.27771384
1465445136;3;9.87692002
1465447249;1;0.13940618
1465447953;2;9.040812619999997
1465448050;2;8.932839710000001
1465449359;1;0.50624722
1465449868;1;0.0259999999999998
